charId,等级,力量,敏捷,智识,意志,生命值,攻击力,法术等级系数,普通攻击范围,精英化等级
chr_0004_pelica,1,9.27835051546392,9.48453608247423,21.6494845360825,13.6082474226804,500,30,1,10,0
chr_0004_pelica,2,10.2061855670103,10.4329896907217,23.223080159899,14.7316221333894,556,33,1.00510204081633,10,0
chr_0004_pelica,3,11.1340206185567,11.3814432989691,24.7966757837156,15.8549968440985,612,36,1.01020408163265,10,0
chr_0004_pelica,4,12.0618556701031,12.3298969072165,26.3702714075321,16.9783715548075,668,39,1.01530612244898,10,0
chr_0004_pelica,5,12.9896907216495,13.2783505154639,27.9438670313486,18.1017462655165,724,42,1.02040816326531,10,0
chr_0004_pelica,6,13.9175257731959,14.2268041237113,29.5174626551652,19.2251209762256,781,45,1.02551020408163,10,0
chr_0004_pelica,7,14.8453608247423,15.1752577319588,31.0910582789817,20.3484956869346,837,48,1.03061224489796,10,0
chr_0004_pelica,8,15.7731958762887,16.1237113402062,32.6646539027983,21.4718703976436,893,51,1.03571428571429,10,0
chr_0004_pelica,9,16.7010309278351,17.0721649484536,34.2382495266148,22.5952451083526,949,55,1.04081632653061,10,0
chr_0004_pelica,10,17.6288659793814,18.020618556701,35.8118451504313,23.7186198190617,1005,58,1.04591836734694,10,0
chr_0004_pelica,11,18.5567010309278,18.9690721649485,37.3854407742479,24.8419945297707,1061,61,1.05102040816327,10,0
chr_0004_pelica,12,19.4845360824742,19.9175257731959,38.9590363980644,25.9653692404797,1117,64,1.05612244897959,10,0
chr_0004_pelica,13,20.4123711340206,20.8659793814433,40.5326320218809,27.0887439511887,1173,67,1.06122448979592,10,0
chr_0004_pelica,14,21.340206185567,21.8144329896907,42.1062276456975,28.2121186618978,1230,70,1.06632653061225,10,0
chr_0004_pelica,15,22.2680412371134,22.7628865979382,43.679823269514,29.3354933726068,1286,73,1.07142857142857,10,0
chr_0004_pelica,16,23.1958762886598,23.7113402061856,45.2534188933305,30.4588680833158,1342,76,1.0765306122449,10,0
chr_0004_pelica,17,24.1237113402062,24.659793814433,46.8270145171471,31.5822427940248,1398,79,1.08163265306123,10,0
chr_0004_pelica,18,25.0515463917526,25.6082474226804,48.4006101409636,32.7056175047339,1454,82,1.08673469387755,10,0
chr_0004_pelica,19,25.979381443299,26.5567010309278,49.9742057647801,33.8289922154429,1510,85,1.09183673469388,10,0
chr_0004_pelica,20,26.9072164948454,27.5051546391753,51.5478013885967,34.9523669261519,1566,88,1.0969387755102,10,0
chr_0004_pelica,20,26.9072164948454,27.5051546391753,51.5478013885967,34.9523669261519,1566,88,1.0969387755102,10,1
chr_0004_pelica,21,27.8350515463918,28.4536082474227,53.1213970124132,36.0757416368609,1622,91,1.10204081632653,10,1
chr_0004_pelica,22,28.7628865979382,29.4020618556701,54.6949926362298,37.19911634757,1679,94,1.10714285714286,10,1
chr_0004_pelica,23,29.6907216494845,30.3505154639175,56.2685882600463,38.322491058279,1735,97,1.11224489795918,10,1
chr_0004_pelica,24,30.6185567010309,31.298969072165,57.8421838838628,39.445865768988,1791,101,1.11734693877551,10,1
chr_0004_pelica,25,31.5463917525773,32.2474226804124,59.4157795076794,40.569240479697,1847,104,1.12244897959184,10,1
chr_0004_pelica,26,32.4742268041237,33.1958762886598,60.9893751314959,41.6926151904061,1903,107,1.12755102040816,10,1
chr_0004_pelica,27,33.4020618556701,34.1443298969072,62.5629707553124,42.8159899011151,1959,110,1.13265306122449,10,1
chr_0004_pelica,28,34.3298969072165,35.0927835051547,64.136566379129,43.9393646118241,2015,113,1.13775510204082,10,1
chr_0004_pelica,29,35.2577319587629,36.0412371134021,65.7101620029455,45.0627393225332,2071,116,1.14285714285714,10,1
chr_0004_pelica,30,36.1855670103093,36.9896907216495,67.2837576267621,46.1861140332422,2128,119,1.14795918367347,10,1
chr_0004_pelica,31,37.1134020618557,37.9381443298969,68.8573532505786,47.3094887439512,2184,122,1.1530612244898,10,1
chr_0004_pelica,32,38.0412371134021,38.8865979381443,70.4309488743951,48.4328634546602,2240,125,1.15816326530612,10,1
chr_0004_pelica,33,38.9690721649485,39.8350515463918,72.0045444982117,49.5562381653693,2296,128,1.16326530612245,10,1
chr_0004_pelica,34,39.8969072164949,40.7835051546392,73.5781401220282,50.6796128760783,2352,131,1.16836734693878,10,1
chr_0004_pelica,35,40.8247422680413,41.7319587628866,75.1517357458448,51.8029875867873,2408,134,1.1734693877551,10,1
chr_0004_pelica,36,41.7525773195876,42.680412371134,76.7253313696613,52.9263622974963,2464,137,1.17857142857143,10,1
chr_0004_pelica,37,42.680412371134,43.6288659793814,78.2989269934778,54.0497370082054,2520,140,1.18367346938776,10,1
chr_0004_pelica,38,43.6082474226804,44.5773195876289,79.8725226172944,55.1731117189144,2577,143,1.18877551020408,10,1
chr_0004_pelica,39,44.5360824742268,45.5257731958763,81.4461182411109,56.2964864296234,2633,147,1.19387755102041,10,1
chr_0004_pelica,40,45.4639175257732,46.4742268041237,83.0197138649274,57.4198611403324,2689,150,1.19897959183674,10,1
chr_0004_pelica,40,45.4639175257732,46.4742268041237,83.0197138649274,57.4198611403324,2689,150,1.19897959183674,10,2
chr_0004_pelica,41,46.3917525773196,47.4226804123712,84.593309488744,58.5432358510415,2745,153,1.20408163265306,10,2
chr_0004_pelica,42,47.319587628866,48.3711340206186,86.1669051125605,59.6666105617505,2801,156,1.20918367346939,10,2
chr_0004_pelica,43,48.2474226804124,49.319587628866,87.740500736377,60.7899852724595,2857,159,1.21428571428571,10,2
chr_0004_pelica,44,49.1752577319588,50.2680412371134,89.3140963601936,61.9133599831685,2913,162,1.21938775510204,10,2
chr_0004_pelica,45,50.1030927835052,51.2164948453608,90.8876919840101,63.0367346938776,2969,165,1.22448979591837,10,2
chr_0004_pelica,46,51.0309278350516,52.1649484536083,92.4612876078267,64.1601094045866,3026,168,1.22959183673469,10,2
chr_0004_pelica,47,51.958762886598,53.1134020618557,94.0348832316432,65.2834841152956,3082,171,1.23469387755102,10,2
chr_0004_pelica,48,52.8865979381443,54.0618556701031,95.6084788554597,66.4068588260047,3138,174,1.23979591836735,10,2
chr_0004_pelica,49,53.8144329896907,55.0103092783505,97.1820744792763,67.5302335367137,3194,177,1.24489795918367,10,2
chr_0004_pelica,50,54.7422680412371,55.958762886598,98.7556701030928,68.6536082474227,3250,180,1.25,10,2
chr_0004_pelica,51,55.6701030927835,56.9072164948454,100.329265726909,69.7769829581317,3306,183,1.25510204081633,10,2
chr_0004_pelica,52,56.5979381443299,57.8556701030928,101.902861350726,70.9003576688408,3362,186,1.26020408163265,10,2
chr_0004_pelica,53,57.5257731958763,58.8041237113402,103.476456974542,72.0237323795498,3418,189,1.26530612244898,10,2
chr_0004_pelica,54,58.4536082474227,59.7525773195877,105.050052598359,73.1471070902588,3474,193,1.27040816326531,10,2
chr_0004_pelica,55,59.3814432989691,60.7010309278351,106.623648222176,74.2704818009678,3531,196,1.27551020408163,10,2
chr_0004_pelica,56,60.3092783505155,61.6494845360825,108.197243845992,75.3938565116769,3587,199,1.28061224489796,10,2
chr_0004_pelica,57,61.2371134020619,62.5979381443299,109.770839469809,76.5172312223859,3643,202,1.28571428571429,10,2
chr_0004_pelica,58,62.1649484536083,63.5463917525773,111.344435093625,77.6406059330949,3699,205,1.29081632653061,10,2
chr_0004_pelica,59,63.0927835051547,64.4948453608248,112.918030717442,78.763980643804,3755,208,1.29591836734694,10,2
chr_0004_pelica,60,64.0206185567011,65.4432989690722,114.491626341258,79.887355354513,3811,211,1.30102040816327,10,2
chr_0004_pelica,60,64.0206185567011,65.4432989690722,114.491626341258,79.887355354513,3811,211,1.30102040816327,10,3
chr_0004_pelica,61,64.9484536082474,66.3917525773196,116.065221965075,81.010730065222,3867,214,1.30612244897959,10,3
chr_0004_pelica,62,65.8762886597938,67.340206185567,117.638817588891,82.134104775931,3923,217,1.31122448979592,10,3
chr_0004_pelica,63,66.8041237113402,68.2886597938145,119.212413212708,83.25747948664,3980,220,1.31632653061225,10,3
chr_0004_pelica,64,67.7319587628866,69.2371134020619,120.786008836524,84.3808541973491,4036,223,1.32142857142857,10,3
chr_0004_pelica,65,68.659793814433,70.1855670103093,122.359604460341,85.5042289080581,4092,226,1.3265306122449,10,3
chr_0004_pelica,66,69.5876288659794,71.1340206185567,123.933200084157,86.6276036187671,4148,229,1.33163265306123,10,3
chr_0004_pelica,67,70.5154639175258,72.0824742268041,125.506795707974,87.7509783294762,4204,232,1.33673469387755,10,3
chr_0004_pelica,68,71.4432989690722,73.0309278350516,127.08039133179,88.8743530401852,4260,235,1.34183673469388,10,3
chr_0004_pelica,69,72.3711340206186,73.979381443299,128.653986955607,89.9977277508942,4316,238,1.3469387755102,10,3
chr_0004_pelica,70,73.298969072165,74.9278350515464,130.227582579424,91.1211024616032,4372,242,1.35204081632653,10,3
chr_0004_pelica,71,74.2268041237114,75.8762886597938,131.80117820324,92.2444771723123,4429,245,1.35714285714286,10,3
chr_0004_pelica,72,75.1546391752577,76.8247422680413,133.374773827057,93.3678518830213,4485,248,1.36224489795918,10,3
chr_0004_pelica,73,76.0824742268041,77.7731958762887,134.948369450873,94.4912265937303,4541,251,1.36734693877551,10,3
chr_0004_pelica,74,77.0103092783505,78.7216494845361,136.52196507469,95.6146013044393,4597,254,1.37244897959184,10,3
chr_0004_pelica,75,77.9381443298969,79.6701030927835,138.095560698506,96.7379760151484,4653,257,1.37755102040816,10,3
chr_0004_pelica,76,78.8659793814433,80.618556701031,139.669156322323,97.8613507258574,4709,260,1.38265306122449,10,3
chr_0004_pelica,77,79.7938144329897,81.5670103092784,141.242751946139,98.9847254365664,4765,263,1.38775510204082,10,3
chr_0004_pelica,78,80.7216494845361,82.5154639175258,142.816347569956,100.108100147275,4821,266,1.39285714285714,10,3
chr_0004_pelica,79,81.6494845360825,83.4639175257732,144.389943193772,101.231474857984,4878,269,1.39795918367347,10,3
chr_0004_pelica,80,82.5773195876289,84.4123711340206,145.963538817589,102.354849568694,4934,272,1.4030612244898,10,3
chr_0004_pelica,80,82.5773195876289,84.4123711340206,145.963538817589,102.354849568694,4934,272,1.4030612244898,10,4
chr_0004_pelica,81,83.5051546391753,85.3608247422681,147.537134441405,103.478224279403,4990,275,1.40816326530612,10,4
chr_0004_pelica,82,84.4329896907217,86.3092783505155,149.110730065222,104.601598990112,5046,278,1.41326530612245,10,4
chr_0004_pelica,83,85.3608247422681,87.2577319587629,150.684325689039,105.724973700821,5102,281,1.41836734693878,10,4
chr_0004_pelica,84,86.2886597938145,88.2061855670103,152.257921312855,106.84834841153,5158,284,1.4234693877551,10,4
chr_0004_pelica,85,87.2164948453608,89.1546391752577,153.831516936672,107.971723122239,5214,288,1.42857142857143,10,4
chr_0004_pelica,86,88.1443298969072,90.1030927835052,155.405112560488,109.095097832948,5270,291,1.43367346938776,10,4
chr_0004_pelica,87,89.0721649484536,91.0515463917526,156.978708184305,110.218472543657,5327,294,1.43877551020408,10,4
chr_0004_pelica,88,90,92,158.552303808121,111.341847254366,5383,297,1.44387755102041,10,4
chr_0004_pelica,89,90.9278350515464,92.9484536082475,160.125899431938,112.465221965075,5439,300,1.44897959183674,10,4
chr_0004_pelica,90,91.8556701030928,93.8969072164949,161.699495055754,113.588596675784,5495,303,1.45408163265306,10,4
chr_0004_pelica,91,92.7835051546392,94.8453608247423,163.273090679571,114.711971386493,5551,306,1.45918367346939,10,4
chr_0004_pelica,92,93.7113402061856,95.7938144329897,164.846686303387,115.835346097202,5607,309,1.46428571428571,10,4
chr_0004_pelica,93,94.639175257732,96.7422680412371,166.420281927204,116.958720807911,5663,312,1.46938775510204,10,4
chr_0004_pelica,94,95.5670103092784,97.6907216494846,167.99387755102,118.08209551862,5719,315,1.47448979591837,10,4
chr_0004_pelica,95,96.4948453608248,98.639175257732,169.567473174837,119.205470229329,5776,318,1.47959183673469,10,4
chr_0004_pelica,96,97.4226804123712,99.5876288659794,171.141068798654,120.328844940038,5832,321,1.48469387755102,10,4
chr_0004_pelica,97,98.3505154639175,100.536082474227,172.71466442247,121.452219650747,5888,324,1.48979591836735,10,4
chr_0004_pelica,98,99.2783505154639,101.484536082474,174.288260046287,122.575594361456,5944,327,1.49489795918367,10,4
chr_0004_pelica,99,100.20618556701,102.432989690722,175.861855670103,123.698969072165,6000,330,1.5,10,4
