charId,等级,力量,敏捷,智识,意志,生命值,攻击力,法术等级系数,普通攻击范围,精英化等级
chr_0026_lastrite,1,21.6494845360825,8.76288659793815,9.48453608247423,15.8762886597938,500,30,1,3,0
chr_0026_lastrite,2,23.1498001262361,9.83572480538607,10.4329896907217,16.9265306122449,556,33,1.00510204081633,3,0
chr_0026_lastrite,3,24.6501157163897,10.908563012834,11.3814432989691,17.976772564696,612,37,1.01020408163265,3,0
chr_0026_lastrite,4,26.1504313065432,11.9814012202819,12.3298969072165,19.0270145171471,668,40,1.01530612244898,3,0
chr_0026_lastrite,5,27.6507468966968,13.0542394277299,13.2783505154639,20.0772564695982,724,44,1.02040816326531,3,0
chr_0026_lastrite,6,29.1510624868504,14.1270776351778,14.2268041237113,21.1274984220492,781,47,1.02551020408163,3,0
chr_0026_lastrite,7,30.651378077004,15.1999158426257,15.1752577319588,22.1777403745003,837,50,1.03061224489796,3,0
chr_0026_lastrite,8,32.1516936671576,16.2727540500736,16.1237113402062,23.2279823269514,893,54,1.03571428571429,3,0
chr_0026_lastrite,9,33.6520092573112,17.3455922575216,17.0721649484536,24.2782242794025,949,57,1.04081632653061,3,0
chr_0026_lastrite,10,35.1523248474648,18.4184304649695,18.020618556701,25.3284662318536,1005,61,1.04591836734694,3,0
chr_0026_lastrite,11,36.6526404376184,19.4912686724174,18.9690721649485,26.3787081843047,1061,64,1.05102040816327,3,0
chr_0026_lastrite,12,38.152956027772,20.5641068798654,19.9175257731959,27.4289501367557,1117,67,1.05612244897959,3,0
chr_0026_lastrite,13,39.6532716179255,21.6369450873133,20.8659793814433,28.4791920892068,1173,71,1.06122448979592,3,0
chr_0026_lastrite,14,41.1535872080791,22.7097832947612,21.8144329896907,29.5294340416579,1230,74,1.06632653061225,3,0
chr_0026_lastrite,15,42.6539027982327,23.7826215022091,22.7628865979382,30.579675994109,1286,78,1.07142857142857,3,0
chr_0026_lastrite,16,44.1542183883863,24.8554597096571,23.7113402061856,31.6299179465601,1342,81,1.0765306122449,3,0
chr_0026_lastrite,17,45.6545339785399,25.928297917105,24.659793814433,32.6801598990112,1398,84,1.08163265306123,3,0
chr_0026_lastrite,18,47.1548495686935,27.0011361245529,25.6082474226804,33.7304018514623,1454,88,1.08673469387755,3,0
chr_0026_lastrite,19,48.6551651588471,28.0739743320008,26.5567010309278,34.7806438039133,1510,91,1.09183673469388,3,0
chr_0026_lastrite,20,50.1554807490006,29.1468125394488,27.5051546391753,35.8308857563644,1566,95,1.0969387755102,3,0
chr_0026_lastrite,20,50.1554807490006,29.1468125394488,27.5051546391753,35.8308857563644,1566,95,1.0969387755102,3,1
chr_0026_lastrite,21,51.6557963391542,30.2196507468967,28.4536082474227,36.8811277088155,1622,98,1.10204081632653,3,1
chr_0026_lastrite,22,53.1561119293078,31.2924889543446,29.4020618556701,37.9313696612666,1679,101,1.10714285714286,3,1
chr_0026_lastrite,23,54.6564275194614,32.3653271617926,30.3505154639175,38.9816116137177,1735,105,1.11224489795918,3,1
chr_0026_lastrite,24,56.156743109615,33.4381653692405,31.298969072165,40.0318535661687,1791,108,1.11734693877551,3,1
chr_0026_lastrite,25,57.6570586997686,34.5110035766884,32.2474226804124,41.0820955186198,1847,112,1.12244897959184,3,1
chr_0026_lastrite,26,59.1573742899222,35.5838417841363,33.1958762886598,42.1323374710709,1903,115,1.12755102040816,3,1
chr_0026_lastrite,27,60.6576898800758,36.6566799915843,34.1443298969072,43.182579423522,1959,118,1.13265306122449,3,1
chr_0026_lastrite,28,62.1580054702293,37.7295181990322,35.0927835051547,44.2328213759731,2015,122,1.13775510204082,3,1
chr_0026_lastrite,29,63.6583210603829,38.8023564064801,36.0412371134021,45.2830633284242,2071,125,1.14285714285714,3,1
chr_0026_lastrite,30,65.1586366505365,39.875194613928,36.9896907216495,46.3333052808752,2128,129,1.14795918367347,3,1
chr_0026_lastrite,31,66.6589522406901,40.948032821376,37.9381443298969,47.3835472333263,2184,132,1.1530612244898,3,1
chr_0026_lastrite,32,68.1592678308437,42.0208710288239,38.8865979381443,48.4337891857774,2240,135,1.15816326530612,3,1
chr_0026_lastrite,33,69.6595834209973,43.0937092362718,39.8350515463918,49.4840311382285,2296,139,1.16326530612245,3,1
chr_0026_lastrite,34,71.1598990111509,44.1665474437198,40.7835051546392,50.5342730906796,2352,142,1.16836734693878,3,1
chr_0026_lastrite,35,72.6602146013045,45.2393856511677,41.7319587628866,51.5845150431307,2408,145,1.1734693877551,3,1
chr_0026_lastrite,36,74.1605301914581,46.3122238586156,42.680412371134,52.6347569955817,2464,149,1.17857142857143,3,1
chr_0026_lastrite,37,75.6608457816116,47.3850620660636,43.6288659793814,53.6849989480328,2520,152,1.18367346938776,3,1
chr_0026_lastrite,38,77.1611613717652,48.4579002735115,44.5773195876289,54.7352409004839,2577,156,1.18877551020408,3,1
chr_0026_lastrite,39,78.6614769619188,49.5307384809594,45.5257731958763,55.785482852935,2633,159,1.19387755102041,3,1
chr_0026_lastrite,40,80.1617925520724,50.6035766884073,46.4742268041237,56.8357248053861,2689,162,1.19897959183674,3,1
chr_0026_lastrite,40,80.1617925520724,50.6035766884073,46.4742268041237,56.8357248053861,2689,162,1.19897959183674,3,2
